year,1-gram,count-sum,count-mean
2024,tehran,136,2.0923076923076924
2022,probe,136,2.305084745762712
2022,head,136,1.36
2024,significant,136,1.1929824561403508
2021,weeks,136,1.2363636363636363
2024,coalition,136,1.7215189873417722
2024,instead,136,1.1428571428571428
2022,continued,136,1.3877551020408163
2024,china,136,2.6666666666666665
2023,enemy,136,1.3076923076923077
2024,safety,136,1.3333333333333333
2023,consequences,136,1.1428571428571428
2023,effect,136,1.182608695652174
2024,local,136,1.5280898876404494
2021,areas,136,1.6790123456790123
2023,hebron,136,1.5813953488372092
2024,living,136,1.2952380952380953
2021,move,136,1.511111111111111
2024,almost,136,1.1623931623931625
2022,crime,136,1.6790123456790123
2024,everything,136,1.2477064220183487
2023,respond,136,1.152542372881356
2023,january,136,1.2252252252252251
2024,facing,136,1.1056910569105691
2024,territories,136,1.4945054945054945
2023,save,135,1.1946902654867257
2023,putin,135,3.6486486486486487
2024,daily,135,1.2616822429906542
2023,london,135,1.6265060240963856
2023,politicians,135,1.2272727272727273
2023,elderly,135,1.1637931034482758
2023,appeared,135,1.1637931034482758
2024,means,135,1.1946902654867257
2023,fully,135,1.08
2023,huge,135,1.0887096774193548
2023,draft,135,3.13953488372093
2023,constant,135,1.125
2022,gmt,135,4.090909090909091
2023,impact,135,1.1538461538461537
2023,located,135,1.173913043478261
2023,join,135,1.25
2023,thing,135,1.0975609756097562
2024,really,135,1.40625
2024,father,134,1.7179487179487178
2023,aimed,134,1.098360655737705
2024,self,134,1.34
2023,adnan,134,5.36
2021,head,134,1.3535353535353536
2022,prisoners,134,3.1904761904761907
2024,died,134,1.3009708737864079
2023,ahli,134,1.654320987654321
2023,artillery,134,1.1551724137931034
2024,brought,134,1.2523364485981308
2023,raided,134,1.2293577981651376
2023,opinion,134,1.2641509433962264
2023,break,134,1.1858407079646018
2023,refuge,134,1.1964285714285714
2021,decision,134,1.9705882352941178
2024,article,134,1.4565217391304348
2022,strike,134,2.627450980392157
2023,reportedly,134,1.1260504201680672
2023,healthcare,134,1.488888888888889
2024,25,133,1.2666666666666666
2023,analyst,133,1.1981981981981982
2024,free,133,1.2788461538461537
2021,life,133,1.4615384615384615
2022,icc,133,3.1666666666666665
2023,talk,133,1.176991150442478
2023,source,133,1.2912621359223302
2022,carried,133,1.316831683168317
2023,blood,133,1.1565217391304348
2023,alleged,133,1.2547169811320755
2023,nasrallah,133,3.5
2021,thursday,133,1.7733333333333334
2023,beirut,133,1.9558823529411764
2024,terrorist,133,1.4456521739130435
2021,earlier,133,1.33
2021,press,132,1.8333333333333333
2022,down,132,1.3608247422680413
2024,fired,132,1.233644859813084
2023,discuss,132,1.2692307692307692
2023,arabs,132,1.4042553191489362
2021,go,132,1.4042553191489362
2024,services,132,1.4505494505494505
2023,approach,132,1.1785714285714286
2023,hassan,132,1.5348837209302326
2024,always,132,1.306930693069307
2023,sought,132,1.0731707317073171
2024,carrying,132,1.32
2024,consequences,132,1.306930693069307
2022,resistance,132,1.6708860759493671
2021,blockade,132,1.9411764705882353
2022,body,132,1.6097560975609757
2023,accountability,132,1.8591549295774648
2024,wants,132,1.32
2023,signed,132,1.2
2022,me,132,2.1639344262295084
2023,club,132,3.2195121951219514
2022,move,132,1.6296296296296295
2021,wednesday,132,1.7837837837837838
2023,waiting,132,1.2571428571428571
2021,14,132,1.6097560975609757
2023,rally,132,1.6097560975609757
2022,incident,132,1.6296296296296295
2023,massive,132,1.1379310344827587
2023,nor,132,1.1478260869565218
2024,lack,131,1.2718446601941749
2023,necessarily,131,1.0564516129032258
2023,view,131,1.2242990654205608
2024,beyond,131,1.1696428571428572
2021,rocket,131,1.5057471264367817
2021,medical,131,2.183333333333333
2023,comment,131,1.1101694915254237
2023,account,131,1.3936170212765957
2024,2022,131,1.2718446601941749
2022,recent,131,1.2718446601941749
2024,command,131,1.617283950617284
2023,june,131,1.190909090909091
2024,unprecedented,131,1.1293103448275863
2023,brutal,131,1.1101694915254237
2022,report,131,2.2203389830508473
2021,official,130,1.3978494623655915
2024,less,130,1.1206896551724137
2024,dc,130,1.4130434782608696
2022,lina,130,6.190476190476191
2022,used,130,1.368421052631579
2021,strike,130,2.549019607843137
2021,get,130,1.4606741573033708
2022,towards,130,1.3541666666666667
2021,protest,130,1.7333333333333334
2023,restrictions,130,1.4130434782608696
2024,4,130,1.1304347826086956
2024,scale,130,1.1504424778761062
2021,former,130,1.3978494623655915
2024,ally,130,1.1206896551724137
2023,facebook,130,1.4130434782608696
2023,severe,130,1.1926605504587156
2024,repeatedly,130,1.1818181818181819
2021,does,130,1.4606741573033708
2023,clashes,130,1.3402061855670102
2023,forward,129,1.1120689655172413
2024,video,129,1.8428571428571427
2023,names,129,1.2772277227722773
2021,13,129,1.4827586206896552
2023,liberation,129,1.162162162162162
2024,economic,129,1.8169014084507042
2023,atrocities,129,1.3870967741935485
2021,taken,129,1.4333333333333333
2023,works,129,1.048780487804878
2023,crescent,129,1.1517857142857142
2024,experts,129,1.3870967741935485
2024,mostly,129,1.1517857142857142
2021,egyptian,129,2.15
2024,condemned,129,1.2524271844660195
2024,linked,129,1.4333333333333333
2024,concerns,128,1.2075471698113207
2023,believes,128,1.2307692307692308
2021,injured,128,1.7066666666666668
2022,high,128,1.2427184466019416
2022,tuesday,128,1.7534246575342465
2021,site,128,1.6
2023,intensified,128,1.0940170940170941
2023,bethlehem,128,2.6122448979591835
2022,public,128,1.3763440860215055
2023,seeing,128,1.1327433628318584
2024,mohammed,128,1.4883720930232558
2021,going,128,1.4883720930232558
2023,freed,128,1.6
2023,permanent,128,1.3195876288659794
2023,republican,128,2.8444444444444446
2023,trip,128,1.3061224489795917
2024,school,128,1.9692307692307693
2023,green,128,1.620253164556962
2024,crime,128,1.391304347826087
2022,fighters,127,1.6493506493506493
2023,best,127,1.1545454545454545
2024,run,127,1.1869158878504673
2021,saturday,127,1.7887323943661972
2024,allowed,127,1.2574257425742574
2024,halt,127,1.2828282828282829
2024,done,127,1.2450980392156863
2022,holy,127,2.015873015873016
2023,necessary,127,1.1043478260869566
2023,beit,127,1.2959183673469388
2023,better,127,1.27
2021,solution,127,1.7162162162162162
2024,ever,127,1.2574257425742574
2024,difficult,127,1.1869158878504673
2021,far,127,1.4269662921348314
2024,received,127,1.2450980392156863
2021,tensions,127,1.4269662921348314
2021,seen,127,1.3229166666666667
2021,leaders,126,1.6363636363636365
2022,conflict,126,1.5180722891566265
2021,reporting,126,1.826086956521739
2021,early,126,1.3404255319148937
2023,ask,126,1.125
2021,come,126,1.4482758620689655
2023,martyrs,126,1.2857142857142858
2023,shows,126,1.2
2024,decades,126,1.1559633027522935
2021,resistance,126,1.726027397260274
2024,deaths,126,1.26
2024,push,126,1.1559633027522935
2023,sister,126,1.68
2024,having,126,1.1150442477876106
2021,jews,126,1.8
2024,casualties,126,1.26
2024,each,126,1.2989690721649485
2023,created,126,1.1559633027522935
2023,agencies,126,1.2475247524752475
2023,addition,126,1.0413223140495869
2024,exchange,126,1.4318181818181819
2024,direct,126,1.2233009708737863
2023,focus,126,1.1886792452830188
2023,suffered,126,1.125
2023,80,126,1.1150442477876106
2023,understand,125,1.1363636363636365
2021,today,125,1.5432098765432098
2024,bombs,125,1.3888888888888888
2023,eventually,125,1.1363636363636365
2024,deir,125,2.0491803278688523
2023,temple,125,3.289473684210526
2021,further,125,1.3440860215053763
2022,calls,125,1.4705882352941178
2022,middle,125,1.4367816091954022
2023,established,125,1.1363636363636365
2023,appears,125,1.1682242990654206
2022,community,125,1.358695652173913
2023,cleansing,125,1.25
2021,killing,125,1.4705882352941178
2023,27,125,1.0593220338983051
2023,cover,125,1.1363636363636365
2023,pushed,125,1.1061946902654867
2022,dozens,125,1.179245283018868
2022,however,125,1.3440860215053763
2021,launched,125,1.358695652173913
2023,joined,125,1.1574074074074074
2023,relationship,125,1.2626262626262625
2023,present,125,1.1261261261261262
2024,involved,124,1.2156862745098038
2023,failure,124,1.2156862745098038
2022,known,124,1.2916666666666667
2023,sites,124,1.3932584269662922
2023,tunnel,124,2.5833333333333335
2024,care,124,1.6103896103896105
2023,tehran,124,1.878787878787879
2023,incidents,124,1.5308641975308641
2023,wall,124,1.1923076923076923
2023,itamar,124,1.0420168067226891
2023,increasing,124,1.1272727272727272
2023,150,124,1.0333333333333334
2024,permanent,124,1.3333333333333333
2023,correspondent,124,1.180952380952381
2023,roads,124,1.2653061224489797
2024,voters,124,3.024390243902439
2023,activities,124,1.2916666666666667
2024,april,124,1.441860465116279
2021,reconstruction,123,3.1538461538461537
2022,northern,123,1.3666666666666667
2024,fear,123,1.4470588235294117
2021,later,123,1.28125
2024,balah,123,2.1206896551724137
2023,himself,123,1.1714285714285715
2023,page,123,1.3516483516483517
2022,general,123,1.430232558139535
2021,el,123,2.510204081632653
2022,tensions,123,1.3977272727272727
2021,mohammed,123,2.0847457627118646
2023,orders,123,1.268041237113402
2023,instagram,123,1.3666666666666667
2024,non,123,1.2947368421052632
2022,1967,123,1.2178217821782178
2024,committee,123,1.5185185185185186
2023,visited,123,1.128440366972477
2023,detention,123,1.5769230769230769
2023,essential,122,1.1844660194174756
2024,together,122,1.3406593406593406
2021,calling,122,1.5443037974683544
2023,anger,122,1.150943396226415
2023,quo,122,1.9365079365079365
2023,details,122,1.1192660550458715
2021,announced,122,1.3406593406593406
2024,moment,122,1.1844660194174756
2023,silence,122,1.2323232323232323
2022,thousands,122,1.3707865168539326
2023,fighter,122,1.3555555555555556
2024,healthcare,122,1.7681159420289856
2021,islamic,122,1.6944444444444444
2022,network,122,2.0
2023,follow,122,1.0427350427350428
2023,build,122,1.1844660194174756
2022,know,122,1.6712328767123288
2023,cairo,122,1.7941176470588236
2022,call,122,1.4698795180722892
2023,australia,122,2.3461538461538463
2023,eyes,122,1.1296296296296295
2021,citizens,122,2.0
2024,previously,121,1.1308411214953271
2023,possibility,121,1.110091743119266
2023,mean,121,1.0803571428571428
2024,happened,121,1.2604166666666667
2023,born,121,1.4404761904761905
2024,press,121,1.2872340425531914
2022,member,121,1.3595505617977528
2024,tried,121,1.1862745098039216
2023,gave,121,1.1415094339622642
2024,themselves,121,1.174757281553398
2024,failed,121,1.1634615384615385
2024,200,121,1.198019801980198
2024,give,121,1.2604166666666667
2024,13,121,1.1862745098039216
2022,led,121,1.315217391304348
2024,longer,121,1.1415094339622642
2023,seems,121,1.2346938775510203
2024,result,121,1.1415094339622642
2021,detention,120,3.076923076923077
2021,benjamin,120,1.3043478260869565
2021,targeted,120,1.643835616438356
2024,claim,120,1.3186813186813187
2023,platform,120,1.4634146341463414
2023,cooperation,120,1.3043478260869565
2023,resident,120,1.1428571428571428
2021,director,120,1.348314606741573
2024,professor,120,1.1764705882352942
2024,feel,120,1.3333333333333333
2023,brothers,120,1.4634146341463414
2023,units,120,1.348314606741573
2023,stands,120,1.1650485436893203
2022,wing,120,1.6
2022,left,120,1.3793103448275863
2023,chinese,120,3.5294117647058822
2022,jews,119,2.2037037037037037
2023,zone,119,1.367816091954023
2023,arrests,119,1.2659574468085106
2023,attempts,119,1.19
2023,editorial,119,1.072072072072072
2023,god,119,1.4
2023,worked,119,1.1553398058252426
2024,mahmoud,119,1.4691358024691359
2023,david,119,1.2795698924731183
2023,stated,119,1.1666666666666667
2023,certain,119,1.202020202020202
2024,views,119,1.1018518518518519
2024,union,119,1.2268041237113403
2023,language,119,1.4691358024691359
2022,movement,119,1.367816091954023
2024,relations,119,1.4
2023,amnesty,119,1.2142857142857142
2023,companies,119,1.7
2024,secure,119,1.19
2024,speaking,119,1.091743119266055
2023,grave,119,1.202020202020202
2023,launch,119,1.1666666666666667
2024,irgc,119,2.975
2023,advocacy,119,1.2934782608695652
2023,shut,118,1.145631067961165
2023,images,118,1.2421052631578948
2024,analysts,118,1.903225806451613
2024,committing,118,1.1683168316831682
2023,millions,118,1.1238095238095238
2023,condemnation,118,1.0925925925925926
2023,upon,118,1.0825688073394495
2024,rejected,118,1.1568627450980393
2024,line,118,1.2688172043010753
2022,hold,118,1.3258426966292134
2023,allowing,118,1.2040816326530612
2023,sheikh,118,1.4390243902439024
2023,moving,118,1.1346153846153846
2021,few,118,1.3111111111111111
2021,put,118,1.2826086956521738
2023,goal,118,1.2291666666666667
2023,racist,118,1.6164383561643836
2024,went,118,1.3563218390804597
2022,air,118,1.7611940298507462
2022,see,118,1.3111111111111111
2022,anti,118,2.2264150943396226
2022,get,118,1.5128205128205128
2024,role,118,1.18
2021,number,118,1.4936708860759493
2023,temporary,117,1.2446808510638299
2024,german,117,3.0
2024,aqsa,117,2.1272727272727274
2022,want,117,1.5194805194805194
2022,among,117,1.2580645161290323
2024,denied,117,1.2446808510638299
2023,shelters,117,1.3295454545454546
2023,28,117,1.17
2024,saudi,117,1.56
2023,prisons,117,1.5394736842105263
2024,republican,117,2.2941176470588234
2023,extended,117,1.1470588235294117
2022,15,117,1.56
2021,camp,117,2.7209302325581395
2023,sense,117,1.0833333333333333
2023,activist,117,1.2446808510638299
2023,democracy,117,1.5194805194805194
2023,telling,117,1.073394495412844
2023,published,117,1.17
2022,confrontations,117,1.5810810810810811
2023,protected,117,1.3146067415730338
2023,escalating,117,1.1584158415841583
2024,mass,117,1.1470588235294117
2023,actually,117,1.0833333333333333
2024,shelter,117,1.3146067415730338
2024,soon,117,1.1470588235294117
2022,others,116,1.2473118279569892
2021,men,116,2.188679245283019
2023,ban,116,1.5675675675675675
2023,dahdouh,116,3.7419354838709675
2023,operating,116,1.1372549019607843
2023,combat,116,1.3181818181818181
2022,mahmoud,116,1.9661016949152543
2023,fatah,116,1.5890410958904109
2022,reporting,116,1.380952380952381
2023,aircraft,116,1.380952380952381
2024,egyptian,116,1.6571428571428573
2021,months,116,1.45
2024,keep,116,1.2083333333333333
2024,aggression,116,1.3333333333333333
2024,residents,116,1.303370786516854
2024,sheltering,116,1.1958762886597938
2024,infrastructure,116,1.3975903614457832
2023,remained,116,1.0740740740740742
2024,emergency,116,1.4146341463414633
2023,price,116,1.183673469387755
2023,interests,116,1.3333333333333333
2023,producer,115,1.7692307692307692
2023,pauses,115,1.8548387096774193
2023,boy,115,1.4935064935064934
2022,families,115,1.6428571428571428
2023,dire,115,1.0849056603773586
2023,attacking,115,1.1855670103092784
2022,clear,115,1.4024390243902438
2022,percent,115,2.017543859649123
2023,expansion,115,1.2105263157894737
2022,never,115,1.3529411764705883
2021,control,115,1.554054054054054
2023,coordination,115,1.055045871559633
2023,rule,115,1.1386138613861385
2024,expected,115,1.0849056603773586
2023,alongside,115,1.074766355140187
2023,questions,115,1.2234042553191489
2023,experience,115,1.25
2023,2020,115,1.2365591397849462
2023,christians,115,2.875
2023,sanctions,115,1.619718309859155
2022,latest,115,1.3529411764705883
2022,living,115,1.4375
2024,increase,115,1.1855670103092784
2023,read,115,1.2234042553191489
2021,wing,115,1.619718309859155
2024,communities,115,1.554054054054054
2024,freedom,115,1.4556962025316456
2024,responsibility,115,1.2637362637362637
2022,make,115,1.3529411764705883
2024,information,115,1.369047619047619
2024,speech,115,1.5333333333333334
2022,going,114,1.4805194805194806
2023,nuclear,114,1.9322033898305084
2023,studies,114,1.2808988764044944
2024,man,114,1.5
2023,showing,114,1.1176470588235294
2023,economy,114,1.4430379746835442
2023,widespread,114,1.0555555555555556
2024,entire,114,1.1067961165048543
2021,response,114,1.3255813953488371
2024,students,114,3.8
2021,arrest,114,2.0727272727272728
2023,minutes,114,1.1176470588235294
2023,helped,114,1.0654205607476634
2024,matter,114,1.2258064516129032
2023,request,114,1.3411764705882352
2024,society,114,1.3411764705882352
2023,mount,114,1.7014925373134329
2023,story,114,1.3103448275862069
2023,voices,114,1.2391304347826086
2023,greater,114,1.175257731958763
2021,local,114,1.5
2022,freedom,114,1.6285714285714286
2023,treated,114,1.1515151515151516
2024,multiple,114,1.1515151515151516
2022,com,114,1.52
2024,lot,114,1.2954545454545454
2023,calm,114,1.2258064516129032
2023,someone,114,1.2808988764044944
2022,hours,114,1.2666666666666666
2023,2014,113,1.2696629213483146
2023,returned,113,1.0761904761904761
2023,context,113,1.4303797468354431
2024,kill,113,1.5066666666666666
2021,use,113,1.313953488372093
2023,https,113,1.3614457831325302
2021,process,113,1.4487179487179487
2023,tear,113,1.2840909090909092
2022,official,113,1.2840909090909092
2024,damage,113,1.4487179487179487
2024,football,113,4.52
2021,working,113,1.3614457831325302
2023,remarks,113,1.153061224489796
2024,special,113,1.2696629213483146
2021,clear,113,1.313953488372093
2023,changed,113,1.2417582417582418
2021,issue,113,1.3614457831325302
2021,freedom,113,1.6865671641791045
2024,exports,113,3.2285714285714286
2023,clearly,113,1.1414141414141414
2023,giving,113,1.0865384615384615
2021,within,113,1.4487179487179487
2022,announced,113,1.2988505747126438
2021,until,113,1.3950617283950617
2023,vehicle,113,1.3452380952380953
2024,labour,113,4.913043478260869
2024,authority,113,1.527027027027027
2021,1967,113,1.313953488372093
2022,next,113,1.3294117647058823
2024,issued,113,1.2150537634408602
2024,11,113,1.202127659574468
2024,comments,112,1.4177215189873418
2022,apartheid,112,1.6470588235294117
2024,agencies,112,1.2444444444444445
2023,equipment,112,1.1789473684210525
2023,commission,112,1.75
2023,posts,112,1.7777777777777777
2023,providing,112,1.1313131313131313
2023,analysts,112,1.3176470588235294
2023,entry,112,1.3493975903614457
2021,change,112,1.7777777777777777
2023,supreme,112,1.696969696969697
2023,asking,112,1.0980392156862746
2024,won,112,1.302325581395349
2023,spain,111,2.775
2024,third,111,1.121212121212121
2023,cost,111,1.1935483870967742
2023,commitment,111,1.2613636363636365
2023,rising,111,1.088235294117647
2023,recognised,111,1.168421052631579
2023,reason,111,1.121212121212121
2024,closed,111,1.0373831775700935
2024,independent,111,1.3703703703703705
2024,reuters,111,1.3875
2023,historic,111,1.2906976744186047
2024,course,111,1.2333333333333334
2024,mosque,111,2.707317073170732
2021,leader,111,1.5857142857142856
2023,wake,111,1.15625
2023,worst,111,1.1326530612244898
2024,base,111,1.88135593220339
2022,condemned,111,1.5416666666666667
2022,evidence,111,1.6818181818181819
2024,uncommitted,111,6.9375
2024,avoid,111,1.2333333333333334
2023,shipping,111,2.8461538461538463
2023,advocates,111,1.5633802816901408
2023,various,111,1.099009900990099
2023,demonstrations,111,1.2065217391304348
2022,gvir,111,3.9642857142857144
2023,2005,111,1.1443298969072164
2024,raids,111,1.2613636363636365
2024,companies,110,2.1153846153846154
2024,demand,110,1.1827956989247312
2022,sheikh,110,2.156862745098039
2024,good,110,1.264367816091954
2024,words,110,1.4285714285714286
2021,offices,110,2.1153846153846154
2023,sinai,110,2.2916666666666665
2023,separate,110,1.0576923076923077
2021,night,110,1.4473684210526316
2024,let,110,1.2222222222222223
2024,everyone,110,1.3414634146341464
2022,response,110,1.3095238095238095
2021,countries,110,1.9298245614035088
2024,met,110,1.1827956989247312
2022,use,110,1.4666666666666666
2022,full,110,1.2790697674418605
2024,faced,110,1.2222222222222223
2023,incursion,110,1.1111111111111112
2023,makes,110,1.0784313725490196
2023,factions,110,1.3924050632911393
2023,controlled,110,1.1111111111111112
2024,coming,110,1.1702127659574468
2024,though,110,1.2087912087912087
2022,number,110,1.25
2022,national,110,1.4666666666666666
2022,power,110,1.4666666666666666
2021,order,109,1.2823529411764707
2023,airport,109,2.3191489361702127
2023,violation,109,1.1595744680851063
2022,halla,109,36.333333333333336
2021,face,109,1.379746835443038
2022,situation,109,1.329268292682927
2023,pass,109,1.2528735632183907
2023,uae,109,3.0277777777777777
2021,amid,109,1.345679012345679
2023,collapse,109,1.09
2021,young,109,1.6515151515151516
2024,cairo,109,1.8166666666666667
2024,illegal,109,1.6029411764705883
2023,ship,109,2.422222222222222
2021,coalition,109,2.945945945945946
2022,ramadan,109,1.981818181818182
2024,body,109,1.3625
2024,cross,109,1.2674418604651163
2023,spent,109,1.1978021978021978
2023,goes,109,1.1122448979591837
2023,firing,109,1.2247191011235956
2024,streets,109,1.4931506849315068
2023,halt,108,1.173913043478261
2024,pause,108,1.4025974025974026
2024,apartheid,108,2.0
2023,surrounded,108,1.0909090909090908
2023,else,108,1.08
2023,promised,108,1.0485436893203883
2023,conflicts,108,1.1868131868131868
2023,severely,108,1.0909090909090908
2022,mohieddeen,108,36.0
2023,harm,108,1.2272727272727273
2024,26,108,1.1612903225806452
2022,pic,108,1.4594594594594594
2024,real,108,1.2134831460674158
2024,incident,108,1.4794520547945205
2021,times,108,1.2857142857142858
2021,refugee,108,1.8305084745762712
2021,trying,108,1.44
2024,heard,108,1.2
2023,confrontations,108,1.2413793103448276
2023,domestic,108,1.2705882352941176
2022,covering,108,1.3333333333333333
2024,total,108,1.1612903225806452
2023,reasons,108,1.1612903225806452
2023,charge,108,1.1868131868131868
2021,know,108,1.4210526315789473
2023,stormed,108,1.0909090909090908
2021,visit,108,1.7704918032786885
2021,pro,108,1.7704918032786885
2022,abbas,108,2.0377358490566038
2023,german,108,2.076923076923077
2024,respond,108,1.2705882352941176
2024,child,107,1.7258064516129032
2023,opportunity,107,1.2159090909090908
2023,gmt,107,1.244186046511628
2024,confirmed,107,1.2891566265060241
2023,indeed,107,1.1263157894736842
2023,century,107,1.3896103896103895
2023,coverage,107,1.646153846153846
2022,away,107,1.3048780487804879
2023,c,107,2.488372093023256
2024,civil,107,1.5507246376811594
2023,bullets,107,1.244186046511628
2023,attention,107,1.1030927835051547
2023,metres,107,1.2738095238095237
2023,september,107,1.3209876543209877
2024,28,107,1.2159090909090908
2021,meanwhile,107,1.202247191011236
2023,antonio,107,1.0288461538461537
2022,attacked,107,1.3544303797468353
2023,erdogan,107,3.689655172413793
2023,tlaib,107,3.242424242424242
2023,oslo,107,1.8135593220338984
2023,kept,107,1.1888888888888889
2024,criticism,107,1.2298850574712643
2024,currently,107,1.1030927835051547
2023,remaining,107,1.202247191011236
2024,particularly,107,1.1145833333333333
2024,captive,106,1.2771084337349397
2024,parties,106,1.2926829268292683
2021,don,106,1.4324324324324325
2024,whose,106,1.1910112359550562
2024,mission,106,1.2771084337349397
2023,beijing,106,4.416666666666667
2023,energy,106,1.536231884057971
2021,led,106,1.3417721518987342
2023,turkish,106,2.2083333333333335
2021,destruction,106,1.452054794520548
2023,powers,106,1.1910112359550562
2022,both,106,1.308641975308642
2024,nasser,106,2.12
2023,witnesses,106,1.164835164835165
2021,deal,106,1.4929577464788732
2024,centre,106,1.308641975308642
2024,short,106,1.1397849462365592
2021,inside,106,1.536231884057971
2021,company,106,2.864864864864865
2024,jews,106,2.0
2024,cabinet,106,1.536231884057971
2024,page,106,1.164835164835165
2024,small,106,1.2470588235294118
2024,hearing,106,1.8928571428571428
2024,temporary,106,1.4324324324324325
2022,described,106,1.1777777777777778
2022,does,106,1.358974358974359
2021,women,106,1.4133333333333333
2023,sometimes,106,1.1910112359550562
2023,initial,106,1.127659574468085
2024,service,106,1.358974358974359
2024,citizens,106,1.5588235294117647
2023,suspended,105,1.381578947368421
2023,ability,105,1.09375
2024,opinion,105,1.640625
2024,son,105,1.75
2023,agree,105,1.1931818181818181
2023,floor,105,1.3636363636363635
2021,despite,105,1.2209302325581395
2024,opposition,105,1.3125
2023,unit,105,1.1931818181818181
2024,institute,105,1.1538461538461537
2022,flag,105,2.5609756097560976
2023,personnel,105,1.2209302325581395
2023,hear,105,1.206896551724138
2023,problem,105,1.2352941176470589
2024,look,105,1.1290322580645162
2022,go,105,1.6153846153846154
2023,lawyer,105,1.3636363636363635
2023,african,105,2.142857142857143
2021,parties,105,1.6935483870967742
2023,resolutions,105,1.721311475409836
2023,ammunition,105,1.1931818181818181
2022,decades,105,1.2804878048780488
2024,potential,105,1.105263157894737
2021,talks,105,1.6935483870967742
2024,violations,105,1.3461538461538463
2021,hit,105,1.7796610169491525
2024,elections,105,1.9090909090909092
2023,available,104,1.1428571428571428
2023,center,104,1.1555555555555554
2023,escalate,104,1.2093023255813953
2023,hostage,104,1.3866666666666667
2023,officers,104,1.625
2023,lines,104,1.1304347826086956
2024,shifa,104,2.1666666666666665
2024,target,104,1.1428571428571428
2023,recognise,104,1.1818181818181819
2023,sign,104,1.1818181818181819
2024,pa,104,4.0
2023,mediterranean,104,1.2530120481927711
2022,muslim,104,1.8909090909090909
2023,2007,104,1.0505050505050506
2024,whom,104,1.0947368421052632
2024,journalist,104,1.6
2022,coalition,104,2.6666666666666665
2024,alleged,104,1.2682926829268293
2022,daily,104,1.223529411764706
2023,35,104,1.1555555555555554
2023,moscow,104,2.736842105263158
2023,ambulance,104,1.5294117647058822
2023,announcement,104,1.2093023255813953
2022,16,104,1.5294117647058822
2023,qassam,103,1.6349206349206349
2024,sanctions,103,2.06
2022,today,103,1.2875
2024,works,103,1.1195652173913044
2022,leaders,103,1.4507042253521127
2024,schools,103,1.8727272727272728
2022,why,103,1.3205128205128205
2024,cut,103,1.2117647058823529
2022,within,103,1.4109589041095891
2021,adding,103,1.3037974683544304
2023,citing,103,1.0957446808510638
2023,dropped,103,1.271604938271605
2023,achieve,103,1.1444444444444444
2023,backing,103,1.1195652173913044
2023,canada,103,1.8392857142857142
2021,ago,103,1.4305555555555556
2023,nasser,103,1.2261904761904763
2021,joe,103,1.3733333333333333
2024,arouri,103,3.433333333333333
2022,released,103,1.537313432835821
2023,outposts,103,1.9074074074074074
2024,your,103,1.5846153846153845
2021,force,103,1.3205128205128205
2023,research,103,1.2117647058823529
2024,raid,103,1.4109589041095891
2023,weekend,103,1.1573033707865168
2023,wearing,103,1.2117647058823529
2023,funding,103,1.8070175438596492
2024,recently,102,1.120879120879121
2023,strongly,102,1.3246753246753247
2023,pij,102,3.1875
2023,wounds,102,1.146067415730337
2024,provisional,102,2.125
2023,offer,102,1.108695652173913
2023,offered,102,1.0851063829787233
2023,express,102,1.186046511627907
2023,deputy,102,1.096774193548387
2022,taken,102,1.2142857142857142
2022,price,102,2.04
2024,coverage,102,1.5
2022,inside,102,1.728813559322034
2022,prison,102,2.217391304347826
2023,photos,102,1.2289156626506024
2022,system,102,1.5223880597014925
2023,evacuated,102,1.2911392405063291
2022,secretary,102,1.5454545454545454
2023,positions,102,1.146067415730337
2023,institutions,102,1.3783783783783783
2023,surrounding,102,1.096774193548387
2022,seen,102,1.2911392405063291
2021,ground,102,1.3076923076923077
2024,waiting,102,1.5
2024,co,102,1.2
2023,powerful,102,1.1333333333333333
2023,causing,102,1.0851063829787233
2022,always,102,1.6721311475409837
2023,send,102,1.108695652173913
2021,assault,102,1.3972602739726028
2021,yet,102,1.2439024390243902
2023,moral,102,1.4366197183098592
2021,weapons,102,1.9615384615384615
2023,teams,101,1.2023809523809523
2023,affected,101,1.1477272727272727
2024,commercial,101,1.4852941176470589
2023,stressed,101,1.188235294117647
2023,staying,101,1.3116883116883118
2023,representative,101,1.1477272727272727
2022,administrative,101,3.15625
2022,aviv,101,1.578125
2024,opened,101,1.3289473684210527
2023,publicly,101,1.063157894736842
2023,unsc,101,2.9705882352941178
2023,thai,101,4.391304347826087
2022,often,101,1.1744186046511629
2023,mounting,101,1.086021505376344
2021,return,101,1.3289473684210527
2024,question,101,1.3835616438356164
2024,reached,101,1.216867469879518
2023,gallant,101,1.294871794871795
2022,aid,101,1.8703703703703705
2022,found,101,1.3835616438356164
2023,evening,101,1.0520833333333333
2024,17,101,1.1348314606741574
2023,trauma,101,1.5303030303030303
2021,dead,101,1.4852941176470589
2024,miles,100,1.3333333333333333
2022,1948,100,1.8867924528301887
2021,national,100,1.492537313432836
2024,devastating,100,1.0869565217391304
2024,process,100,1.2658227848101267
2024,leading,100,1.1494252873563218
2021,member,100,1.2820512820512822
2024,anything,100,1.2345679012345678
2023,double,100,1.2987012987012987
2024,hard,100,1.1627906976744187
2021,ongoing,100,1.3888888888888888
2023,ll,100,1.1111111111111112
2024,meet,100,1.3157894736842106
2023,space,100,1.1764705882352942
2024,gulf,100,1.4285714285714286
